!Series_title	"Gene expression profile of nickel-stimulated HUVEC"
!Series_geo_accession	"GSE4852"
!Series_status	"Public on Dec 31 2006"
!Series_submission_date	"May 16 2006"
!Series_last_update_date	"Aug 10 2018"
!Series_pubmed_id	"17312168"
!Series_summary	"Nickel compounds, important carcinogens and prime inducers of contact allergy in humans, are potent activators of endothelial cells (ECs). To elucidate the signaling pathways mediating the cellular responses to nickel we performed Affymetrix gene profiling of human primary ECs. "
!Series_summary	"Keywords: stress response"
!Series_overall_design	"HUVEC cultured under standard conditions were treated for 5h with 1.5 mM NiCl2 or left untreated before total RNA isolation and processing for microarray hybridization. Four independent experiments were performed, i.e. 8 samples (Control and experiment) were analyzed."
!Series_type	"Expression profiling by array"
!Series_contributor	"Dorothee,,Viemann"
!Series_contributor	"Marc,,Schmidt"
!Series_contributor	"Klaus,,Tenbrock"
!Series_contributor	"Sybille,,Schmidt"
!Series_contributor	"Verena,,Müller"
!Series_contributor	"Kerstin,,Klimmek"
!Series_contributor	"Stephan,,Ludwig"
!Series_contributor	"Johannes,,Roth"
!Series_contributor	"Matthias,,Goebeler"
!Series_sample_id	"GSM109131 GSM109132 GSM109133 GSM109134 GSM109135 GSM109136 GSM109137 GSM109138 "
!Series_contact_name	"Dorothee,,Viemann"
!Series_contact_email	"Viemann.Dorothee@mh-hannover.de"
!Series_contact_phone	"+49-511-532 - 7823 "
!Series_contact_department	"Department of Pediatric Pulmonology, Allergy and Neonatology "
!Series_contact_institute	"Hannover Medical School "
!Series_contact_address	"Carl-Neuberg-Straße 1 "
!Series_contact_city	"Hannover"
!Series_contact_state	"Deutschland"
!Series_contact_zip/postal_code	"30625"
!Series_contact_country	"Germany"
!Series_platform_id	"GPL96"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA95849"

!Sample_title	"HUVEC_control_experiment 1"	"HUVEC_nickel_experiment 1"	"HUVEC_control_experiment 2"	"HUVEC_nickel_experiment 2"	"HUVEC_control_experiment 3"	"HUVEC_nickel_experiment 3"	"HUVEC_control_experiment 4"	"HUVEC_nickel_experiment 4"
!Sample_geo_accession	"GSM109131"	"GSM109132"	"GSM109133"	"GSM109134"	"GSM109135"	"GSM109136"	"GSM109137"	"GSM109138"
!Sample_status	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"	"Public on Dec 31 2006"
!Sample_submission_date	"May 16 2006"	"May 16 2006"	"May 16 2006"	"May 16 2006"	"May 16 2006"	"May 16 2006"	"May 16 2006"	"May 16 2006"
!Sample_last_update_date	"May 17 2006"	"May 17 2006"	"May 17 2006"	"May 17 2006"	"May 17 2006"	"May 17 2006"	"May 17 2006"	"May 17 2006"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"	"human umbilical vein endothelial cells (HUVEC)"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"unstimulated HUVEC"	"HUVEC stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC unstimulated"	"HUVEC stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC unstimulated"	"HUVEC stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC unstimulated"	"HUVEC treated for 5h with 1.5 mM NiCl2 "
!Sample_treatment_protocol_ch1	"5h treament of HUVEC with 1.5 mM NiCl2 "	""	""	""	""	""	""	""
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_label_ch1	"SAGE"	"SAGE"	"SAGE"	"SAGE"	"SAGE"	"SAGE"	"SAGE"	"SAGE"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"HUVEC cultured in standard medium   "	"HUVEC cultured as described and stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC cultured under standard conditions, unstimulated"	"HUVEC cultured under standard conditions, stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC cultured under standard conditions, unstimulated"	"HUVEC cultured under standard conditions, stimulated for 5h with 1.5 mM NiCl2 "	"HUVEC cultured under standard conditions, unstimulated"	"HUVEC cultured under standard conditions, stimulated for 5h with 1.5 mM NiCl2 "
!Sample_data_processing	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"	"MAS 5.0, scaled to 180"
!Sample_platform_id	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"
!Sample_contact_name	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"	"Dorothee,,Viemann"
!Sample_contact_email	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"	"Viemann.Dorothee@mh-hannover.de"
!Sample_contact_phone	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "	"+49-511-532 - 7823 "
!Sample_contact_department	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "	"Department of Pediatric Pulmonology, Allergy and Neonatology "
!Sample_contact_institute	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "	"Hannover Medical School "
!Sample_contact_address	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "	"Carl-Neuberg-Straße 1 "
!Sample_contact_city	"Hannover"	"Hannover"	"Hannover"	"Hannover"	"Hannover"	"Hannover"	"Hannover"	"Hannover"
!Sample_contact_state	"Deutschland"	"Deutschland"	"Deutschland"	"Deutschland"	"Deutschland"	"Deutschland"	"Deutschland"	"Deutschland"
!Sample_contact_zip/postal_code	"30625"	"30625"	"30625"	"30625"	"30625"	"30625"	"30625"	"30625"
!Sample_contact_country	"Germany"	"Germany"	"Germany"	"Germany"	"Germany"	"Germany"	"Germany"	"Germany"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"
!series_matrix_table_begin
"ID_REF"	"GSM109131"	"GSM109132"	"GSM109133"	"GSM109134"	"GSM109135"	"GSM109136"	"GSM109137"	"GSM109138"
"1007_s_at"	113.4	106.4	107.3	112.4	133.6	99.7	127.6	116.1
"1053_at"	74.1	32.4	32.3	24.9	29.9	13.8	36.7	35.5
"117_at"	4.3	22.9	13.1	7.5	22.1	24.5	17.7	12.5
"121_at"	282.5	278.4	314.5	315.1	354.4	311.6	238.5	303.5
"1255_g_at"	14.8	23.0	21.0	11.5	16.4	6.8	12.1	15.5
"1294_at"	50.0	59.1	59.9	52.2	66.7	56.9	48.7	54.1
"1316_at"	27.3	23.0	34.5	35.9	39.5	29.4	19.1	28.4
"1320_at"	24.1	32.0	35.4	38.8	8.6	39.2	5.1	22.4
"1405_i_at"	0.8	3.8	2.8	9.1	1.9	3.7	2.0	4.8
"1431_at"	14.1	12.4	10.3	12.9	11.9	14.4	9.8	17.3
"1438_at"	20.9	14.3	5.0	9.7	17.0	24.7	5.3	23.0
"1487_at"	104.2	99.2	113.0	128.0	115.0	151.4	113.0	135.3
"1494_f_at"	98.8	95.2	111.4	117.5	131.5	85.7	80.4	136.6
"1598_g_at"	290.5	315.2	348.1	363.7	358.8	341.8	351.3	349.6
"160020_at"	316.3	271.7	415.9	355.5	287.4	288.6	434.1	303.6
"1729_at"	50.9	62.4	85.9	72.9	91.8	74.1	82.4	78.1
"1773_at"	43.1	48.6	30.6	24.0	43.3	29.6	28.3	33.7
"177_at"	69.4	121.9	65.8	116.5	69.7	104.4	65.5	136.6
"179_at"	265.0	227.8	316.2	259.8	287.1	309.1	212.3	249.2
"1861_at"	61.5	65.0	55.2	62.6	56.9	72.8	57.5	58.6
"200000_s_at"	424.2	305.3	398.3	277.7	330.7	306.2	445.0	372.3
"200001_at"	971.2	1097.3	927.0	956.4	928.3	1249.8	1157.8	1221.7
"200002_at"	1563.8	1704.5	1722.3	1748.8	1614.6	1811.4	1759.3	1725.6
"200003_s_at"	2404.1	2736.1	2672.1	3075.0	2585.5	3080.9	2586.5	3318.6
"200004_at"	2177.6	2438.7	1989.8	2159.5	2244.2	2460.9	1903.5	2479.5
"200005_at"	595.3	796.9	522.2	590.8	566.5	809.4	601.3	791.2
"200006_at"	1210.5	1208.1	1041.8	1168.2	1258.8	1312.0	1416.3	1353.3
"200007_at"	1259.2	1238.5	1335.8	1258.1	1365.2	1266.3	1226.7	1240.8
"200008_s_at"	689.4	754.3	489.6	524.2	561.3	700.1	505.0	757.7
"200009_at"	1182.8	1221.5	1128.8	1103.6	1179.3	1266.1	1394.9	1509.7
"200010_at"	2229.7	2671.0	2267.6	3354.7	2015.1	3138.0	1966.5	2885.4
"200011_s_at"	405.0	263.8	422.0	215.3	382.9	219.1	439.2	256.9
"200012_x_at"	2525.0	2465.1	2761.0	2859.4	2348.8	2662.6	2688.1	3145.2
"200013_at"	2125.0	2224.5	2521.8	2689.1	2074.4	2284.3	1970.6	2078.0
"200014_s_at"	578.9	686.8	474.9	659.0	553.2	750.8	591.7	538.4
"200015_s_at"	1220.7	1119.9	1206.1	998.4	1297.0	957.1	1231.8	975.1
"200016_x_at"	2729.1	2960.9	2536.5	2857.0	2613.5	2583.3	2661.8	3663.0
"200017_at"	2315.7	2337.6	2408.3	2493.0	2538.3	2733.7	2139.5	1580.5
"200018_at"	2612.1	2899.3	3118.1	3577.1	2765.3	3562.2	2870.4	3699.4
"200019_s_at"	1510.2	1644.8	1394.9	1546.1	1559.4	1700.1	1750.7	1656.0
"200020_at"	578.1	119.2	507.7	149.4	604.2	89.8	602.5	149.9
"200021_at"	3773.2	4014.2	4380.8	4453.6	4021.3	4040.6	4040.1	5105.8
"200022_at"	2078.8	2700.6	2578.6	2751.8	2414.6	3188.6	2600.7	3213.0
"200023_s_at"	1371.1	1483.5	1320.7	1647.8	1370.7	1400.3	1286.1	1518.2
"200024_at"	2041.5	2081.7	2097.4	2432.4	1728.6	2104.8	2291.0	2411.8
"200025_s_at"	2325.1	2802.6	2711.6	2771.5	2645.9	2726.4	2418.8	2804.7
"200026_at"	1481.1	1772.4	1894.2	2415.9	1763.7	2530.9	2264.9	2588.5
"200027_at"	706.2	776.8	645.9	743.3	707.0	747.9	684.3	872.1
"200028_s_at"	549.6	506.2	563.1	510.0	518.9	478.4	683.5	503.4
"200029_at"	2739.0	2637.0	2775.1	3139.3	2469.2	2688.7	2471.6	3473.4
"200030_s_at"	2260.9	2483.4	2391.8	2708.3	2206.6	2716.4	2657.4	3156.9
"200031_s_at"	2831.8	3490.3	2803.5	3337.9	2864.5	3651.8	3270.5	3502.4
"200032_s_at"	3360.1	3636.8	3648.5	4022.6	3467.5	3910.1	3172.8	4546.0
"200033_at"	1340.1	714.3	1453.3	786.9	1334.7	822.2	1219.1	833.6
"200034_s_at"	1933.2	2008.3	2253.0	2215.5	2074.8	2415.4	1890.2	2256.7
"200035_at"	172.3	126.4	140.6	114.8	148.9	120.4	196.0	127.9
"200036_s_at"	1323.1	1640.9	1310.1	1582.2	1335.7	1723.0	1377.5	1923.6
"200037_s_at"	689.2	557.2	702.5	502.2	643.2	576.5	603.6	373.5
"200038_s_at"	2615.2	2898.4	2942.4	3201.0	2954.6	3112.0	2745.2	3650.5
"200039_s_at"	702.0	815.7	742.6	834.2	671.0	900.7	816.5	913.5
"200040_at"	863.4	841.1	671.8	684.4	782.2	770.7	781.5	729.7
"200041_s_at"	1099.9	1398.7	1120.8	1471.6	1092.0	1585.3	1381.5	1487.2
"200042_at"	302.2	312.8	276.0	257.7	409.0	280.9	379.3	323.0
"200043_at"	1568.2	1412.1	1764.9	1573.1	1653.4	1106.8	1247.9	1093.7
"200044_at"	603.3	538.1	683.0	567.2	588.5	539.7	615.0	583.8
"200045_at"	333.3	431.5	290.4	370.9	327.9	436.2	383.6	543.4
"200046_at"	1025.4	890.2	1160.1	1082.5	1079.6	950.6	971.9	853.2
"200047_s_at"	527.8	578.8	449.0	535.1	637.3	598.8	433.1	520.4
"200048_s_at"	747.8	683.0	634.5	606.5	661.5	597.0	725.1	438.1
"200049_at"	140.6	155.5	114.9	139.2	160.7	148.5	109.2	158.0
"200050_at"	303.1	289.8	249.4	245.1	268.3	279.8	340.1	295.1
"200051_at"	67.2	71.4	68.6	87.9	70.0	89.8	77.0	125.2
"200052_s_at"	638.6	574.0	460.5	403.7	572.5	496.6	624.9	452.2
"200053_at"	239.1	255.3	232.7	267.4	232.5	371.6	291.5	441.2
"200054_at"	86.6	98.3	101.2	80.5	102.6	112.7	96.9	90.0
"200055_at"	373.0	339.3	391.1	277.8	439.3	336.6	538.4	359.5
"200056_s_at"	121.3	109.6	85.9	93.5	110.2	88.2	87.6	61.8
"200057_s_at"	1072.8	1147.1	1377.5	1610.3	1199.2	1430.1	1437.7	1720.7
"200058_s_at"	378.2	296.1	373.9	265.2	347.0	277.7	381.9	301.2
"200059_s_at"	2151.4	1915.0	2101.9	2142.1	1988.1	1938.6	1756.1	2181.9
"200060_s_at"	610.6	621.7	754.5	565.2	796.8	701.3	711.3	813.8
"200061_s_at"	2926.8	3129.8	3338.0	3803.9	2978.9	3320.8	3131.0	4285.6
"200062_s_at"	2635.0	3134.6	2665.8	3353.6	2771.3	3574.6	2949.9	3396.3
"200063_s_at"	2282.0	2199.0	2541.6	2385.6	2419.2	2289.5	2126.3	2807.8
"200064_at"	2407.7	2593.1	2671.7	2278.6	2563.3	2537.6	2681.5	3389.4
"200065_s_at"	1344.2	1449.4	1506.7	1736.3	1325.3	1580.7	1262.8	1591.9
"200066_at"	138.9	161.7	135.4	122.3	135.8	167.9	164.4	120.6
"200067_x_at"	574.4	507.6	526.7	404.5	640.8	492.1	627.1	461.9
"200068_s_at"	1791.1	2002.2	2057.5	2141.1	1971.1	2089.9	1961.6	2213.9
"200069_at"	105.0	99.5	99.6	82.1	119.3	91.1	90.2	95.5
"200070_at"	84.7	65.0	53.9	60.1	87.4	76.6	68.7	68.8
"200071_at"	249.5	216.0	240.8	196.2	236.2	169.0	231.4	129.1
"200072_s_at"	653.1	719.5	751.2	942.4	631.0	819.7	983.0	1069.8
"200073_s_at"	570.9	525.3	457.4	475.1	555.4	509.8	489.1	569.7
"200074_s_at"	1405.5	1519.9	1624.5	1849.5	1366.2	1839.4	1520.2	1771.3
